0;111;178
0;111;178
0;111;178
0;111;178
0;111;178
0;111;178
8;111;178
8;111;178
8;111;178
17;111;178
17;111;178
24;111;178
27;111;178
31;113;178
34;115;178
37;115;178
40;115;178
40;115;178
43;115;178
43;115;178
43;115;178
46;113;178
46;113;178
46;113;178
49;113;178
53;113;178
56;113;178
56;114;178
59;116;178
63;121;178
63;125;178
69;126;178
72;128;178
75;129;178
75;131;178
81;131;178
84;133;178
87;134;178
90;134;178
93;134;178
96;136;178
99;136;178
102;137;178
105;137;178
108;139;178
111;139;178
114;141;178
116;141;178
119;141;178
122;142;178
125;142;178
129;142;178
133;143;178
137;143;178
137;144;178
144;145;178
147;145;178
149;145;178
151;149;178
154;149;178
156;147;178
160;147;178
164;147;178
168;148;178
171;148;178
175;147;178
178;147;178
178;147;178
178;149;178
190;149;178
194;148;178
197;148;178
201;149;178
205;149;178
209;148;178
212;148;178
216;150;178
219;151;178
222;151;178
225;152;178
229;151;178
233;150;178
236;151;178
239;151;178
242;152;178
244;153;178
247;151;178
250;151;178
253;151;178
257;150;178
260;151;178
264;151;178
267;150;178
271;149;178
275;150;178
279;150;178
282;150;178
286;149;178
289;148;178
292;148;178
292;148;178
299;147;178
302;147;178
305;147;178
309;148;178
312;147;178
312;148;178
319;148;178
323;148;178
326;149;178
330;150;178
333;149;178
337;149;178
337;149;178
344;150;178
347;152;178
350;152;178
353;153;178
356;153;178
359;153;178
361;155;178
361;155;178
366;155;178
369;155;178
371;155;178
371;154;178
375;154;178
375;154;178
379;155;178
382;155;178
386;155;178
390;155;178
394;154;178
398;155;178
401;153;178
405;155;178
409;155;178
413;156;178
418;156;178
422;157;178
425;158;178
428;158;178
431;158;178
435;157;178
439;155;178
443;153;178
447;153;178
451;153;178
455;154;178
459;154;178
462;155;178
466;160;178
470;160;178
473;161;178
477;161;178
480;163;178
483;165;178
486;165;178
489;167;178
492;167;178
496;170;178
499;170;178
502;170;178
505;170;178
509;170;178
512;169;178
515;169;178
518;169;178
521;167;178
525;169;178
529;171;178
534;172;178
538;172;178
542;171;178
545;169;178
548;170;178
551;170;178
555;170;178
559;169;178
562;169;178
566;169;178
570;166;178
574;167;178
578;167;178
581;165;178
584;165;178
587;166;178
589;168;178
592;168;178
595;169;178
598;170;178
602;169;178
605;170;178
608;171;178
612;169;178
616;169;178
619;171;178
622;169;178
625;168;178
628;167;178
632;169;178
635;168;178
638;169;178
642;170;178
646;170;178
649;170;178
653;170;178
656;170;178
660;170;178
664;172;178
667;174;178
670;173;178
674;173;178
678;172;178
681;173;178
685;170;178
689;171;178
692;173;178
696;173;178
699;174;178
702;173;178
706;171;178
709;172;178
713;172;178
716;171;178
720;170;178
723;172;178
726;172;178
729;171;178
732;171;178
735;170;178
738;171;178
742;171;178
745;171;178
749;173;178
752;170;178
756;170;178
759;168;178
763;167;178
766;162;178
769;163;178
772;165;178
776;165;178
780;164;178
783;163;178
785;164;178
788;166;178
791;168;178
795;170;178
798;169;178
802;173;178
806;171;178
810;171;178
814;171;178
817;173;178
821;171;178
824;170;178
827;170;178
831;170;178
834;168;178
838;167;178
841;166;178
844;165;178
848;167;178
851;170;178
855;170;178
858;169;178
861;169;178
864;170;178
867;170;178
870;171;178
870;170;178
877;170;178
880;170;178
883;170;178
886;171;178
890;167;178
890;167;178
896;169;178
899;170;178
903;171;178
907;170;178
907;167;178
915;168;178
919;169;178
923;171;178
927;168;178
930;166;178
930;165;178
938;167;178
938;168;178
945;170;178
948;168;178
952;169;178
955;169;178
959;171;178
963;167;178
966;165;178
970;165;178
973;169;178
977;168;178
980;169;178
984;170;178
988;169;178
991;166;178
995;166;178
998;167;178
1002;171;178
1002;171;178
1002;168;178
1009;166;178
1013;166;178
1016;164;178
1019;164;178
1022;164;178
1026;164;178
1029;163;178
1029;164;178
1035;164;178
1039;165;178
1043;165;178
1046;168;178
1050;169;178
1053;170;178
1057;167;178
1061;169;178
1065;167;178
1069;169;178
1072;172;178
1076;170;178
1079;167;178
1083;163;178
1086;163;178
1090;166;178
1093;167;178
1097;167;178
1100;168;178
1103;169;178
1107;170;178
1111;171;178
1115;172;178
1118;172;178
1122;170;178
1126;171;178
1129;171;178
1133;172;178
1136;172;178
1140;172;178
1143;171;178
1147;171;178
1151;173;178
1154;175;178
1158;173;178
1162;171;178
1165;171;178
1169;170;178
1172;171;178
1176;171;178
1180;172;178
1183;171;178
1186;167;178
1190;169;178
1193;170;178
1197;168;178
1201;169;178
1204;169;178
1208;168;178
1212;168;178
1215;168;178
1219;166;178
1222;166;178
1225;167;178
1229;168;178
1232;169;178
1236;171;178
1239;169;178
1243;170;178
1247;168;178
1250;167;178
1254;166;178
1257;166;178
1261;168;178
1264;167;178
1268;168;178
1271;169;178
1274;167;178
1277;167;178
1281;165;178
1284;165;178
1288;167;178
1291;164;178
1295;166;178
1298;164;178
1302;165;178
1305;165;178
1308;165;178
1312;168;178
1316;168;178
1319;167;178
1323;168;178
1326;168;178
1330;169;178
1333;172;178
1336;171;178
1339;170;178
1343;169;178
1346;167;178
1349;168;178
1352;167;178
1355;167;178
1358;168;178
1361;167;178
1365;166;178
1368;166;178
1372;165;178
1376;165;178
1380;165;178
1384;164;178
1387;166;178
1391;164;178
1394;164;178
1397;164;178
1400;167;178
1404;167;178
1407;167;178
1411;166;178
1414;168;178
1418;167;178
1422;166;178
1425;167;178
1429;165;178
1429;168;178
1436;169;178
1436;169;178
1444;168;178
1449;168;178
1453;167;178
1457;167;178
1460;168;178
1464;166;178
