0;107;182;1;1.4
0;107;182;2;1.4
0;107;182;3;1.4
5;107;182;4;1.4
7;107;182;5;1.5
9;108;182;6;1.6
12;109;182;7;1.8
14;111;182;8;1.9
17;112;182;9;2.1
20;113;182;10;2.2
23;115;182;11;2.3
25;117;182;12;2.3
28;118;182;13;2.4
31;120;182;14;2.5
34;122;182;15;2.6
37;123;182;16;2.7
40;126;182;17;2.7
43;127;182;18;2.8
46;129;182;19;2.8
49;130;182;20;2.8
51;131;182;21;2.8
54;133;182;22;2.8
57;134;182;23;2.9
61;135;182;24;2.9
64;136;182;25;2.9
67;137;182;26;3
70;137;182;27;3
73;138;182;28;2.9
75;138;182;29;2.9
78;138;183;30;2.9
81;140;183;31;2.9
84;139;183;32;2.9
86;139;183;33;2.9
89;139;183;34;2.9
91;140;183;35;2.8
94;139;182;36;2.8
97;139;182;37;2.8
100;139;182;38;2.8
102;138;182;39;2.8
105;138;182;40;2.8
108;137;182;41;2.8
111;136;183;42;2.8
114;135;183;43;2.8
117;134;182;44;2.9
120;133;182;45;2.9
124;132;181;46;2.9
127;132;181;47;2.9
130;133;181;48;2.9
133;134;181;49;2.9
136;134;182;50;2.9
140;135;182;51;2.9
143;135;182;52;3
147;135;182;53;3
150;135;181;54;3
154;136;181;55;3.1
157;136;181;56;3.1
160;137;181;57;3.1
163;137;181;58;3
166;138;181;59;3
169;138;181;60;3
171;139;181;61;3
174;139;181;62;3
177;140;181;63;3
179;140;181;64;3
182;140;180;65;3
185;140;180;66;3
188;141;180;67;3
191;141;180;68;3
194;140;181;69;3
196;141;181;70;3
199;141;181;71;3
202;141;181;72;3
205;142;181;73;3
207;141;181;74;3
210;141;181;75;2.9
213;142;181;76;2.9
216;142;181;77;2.9
219;142;181;78;2.9
222;143;180;79;2.9
226;143;180;80;3
229;143;180;81;3
233;144;180;82;3
236;144;180;83;3
239;143;180;84;3
242;145;180;85;3
245;145;180;86;3
248;145;180;87;3
250;147;180;88;3
253;146;181;89;3
256;147;181;90;3
258;147;181;91;3
261;148;181;92;3
264;149;181;93;3
267;149;181;94;3
271;148;180;95;3
274;150;180;96;3
277;149;180;97;3
281;149;180;98;3
284;149;180;99;3
287;149;180;100;3
290;149;180;101;3
293;149;180;102;3
296;149;180;103;3
299;148;180;104;3
301;150;181;105;3
304;150;181;106;3
307;149;181;107;3
310;150;181;108;3
312;151;180;109;3
315;150;180;110;3
319;152;181;111;3
322;152;181;112;3
324;151;181;113;3
327;151;181;114;3
330;152;180;115;3
333;152;180;116;3
337;153;180;117;3
340;152;180;118;3
343;152;180;119;3
346;151;180;120;3
349;151;180;121;3
352;152;180;122;3
354;151;180;123;3
357;150;180;124;3
360;150;180;125;3
363;149;181;126;3
367;150;181;127;3
370;150;181;128;3
373;150;181;129;3
376;150;181;130;3
379;149;181;131;3
382;150;181;132;3
384;151;181;133;3
387;151;181;134;3
390;150;181;135;3
394;150;181;136;3
397;150;181;137;3
400;150;181;138;3
402;151;181;139;3
405;150;181;140;3
408;149;181;141;3
411;150;181;142;3
414;151;181;143;3
416;150;182;144;3
419;151;182;145;3
421;151;182;146;2.9
423;152;182;147;2.9
426;153;181;148;2.9
429;151;181;149;2.9
431;152;181;150;2.9
434;152;181;151;2.9
437;152;181;152;2.9
439;152;181;153;2.9
442;154;181;154;2.9
445;154;181;155;2.9
449;153;181;156;2.9
452;153;181;157;2.9
455;153;181;158;2.9
458;155;181;159;2.9
462;154;182;160;2.9
465;154;182;161;2.9
469;154;182;162;2.9
472;155;182;163;2.9
475;154;182;164;2.9
478;155;182;165;2.9
480;155;182;166;2.9
483;154;182;167;2.9
486;155;182;168;2.9
489;155;182;169;2.9
491;154;182;170;2.9
495;155;182;171;2.9
498;155;182;172;2.9
501;156;182;173;2.9
505;156;182;174;2.9
508;156;182;175;2.9
511;156;182;176;2.9
515;155;182;177;3
518;156;182;178;3
521;156;182;179;3
525;156;182;180;3
527;156;182;181;3
530;156;182;182;3
533;155;181;183;3
537;154;181;184;3
539;154;181;185;3
542;153;181;186;3
545;154;181;187;3
547;154;181;188;3
551;153;181;189;3
554;154;181;190;3
556;154;181;191;3
558;154;181;192;3
558;155;181;193;3
563;155;181;194;3
565;155;181;195;2.9
568;154;181;196;2.9
570;154;182;197;2.9
573;154;182;198;2.9
576;153;182;199;2.9
579;153;182;200;2.9
582;153;182;201;2.9
586;153;182;202;3
589;154;182;203;3
591;154;182;204;3
594;154;183;205;2.9
597;155;183;206;2.9
600;154;184;207;2.9
603;155;184;208;2.9
605;156;184;209;2.9
608;157;184;210;2.9
610;156;184;211;2.9
610;156;184;212;2.9
610;156;184;213;2.9
610;157;183;214;0.4
610;157;183;215;0.4
610;157;183;216;0.4
610;157;184;217;1.5
615;152;184;218;2.7
618;151;184;219;2.6
620;150;184;220;2.4
620;149;184;221;2.3
624;149;184;222;2.2
624;149;184;223;2.1
627;150;184;224;2
627;150;184;225;2
630;150;185;226;2
630;151;185;227;1.9
634;152;185;228;1.9
634;152;185;229;1.9
637;153;186;230;1.9
637;154;186;231;1.9
641;154;186;232;1.8
643;155;186;233;1.9
643;155;187;234;1.9
646;155;187;235;1.9
646;155;188;236;1.8
649;156;188;237;1.8
649;155;188;238;1.7
649;156;189;239;1.6
649;155;189;240;1.6
653;156;189;241;1.6
655;154;188;242;1.7
658;154;188;243;1.8
660;153;188;244;1.8
662;154;188;245;1.9
665;152;188;246;1.9
668;152;188;247;2
671;152;187;248;2.1
674;151;187;249;2.2
676;151;185;250;2.2
679;150;185;251;2.3
679;148;185;252;2.2
682;149;185;253;2.1
682;148;184;254;2.1
687;147;184;255;2.2
690;147;184;256;2.2
693;148;183;257;2.3
696;147;183;258;2.4
698;148;183;259;2.4
701;147;183;260;2.5
704;147;183;261;2.5
707;148;183;262;2.6
710;148;183;263;2.6
713;147;183;264;2.7
717;148;183;265;2.7
720;147;183;266;2.8
723;146;183;267;2.8
726;148;183;268;2.9
730;148;182;269;2.9
733;147;182;270;2.9
736;148;182;271;2.9
739;148;182;272;2.9
742;147;182;273;2.9
745;147;182;274;2.9
748;147;182;275;2.9
751;147;182;276;2.9
754;146;182;277;2.9
756;147;182;278;2.9
760;146;182;279;2.9
763;146;182;280;3
766;146;182;281;3
769;145;182;282;3
772;144;182;283;3
775;145;182;284;3
778;145;181;285;3
781;144;181;286;3
784;144;181;287;3
787;144;181;288;3
790;143;181;289;3
793;144;181;290;3
796;144;181;291;3
799;143;181;292;3
802;145;181;293;3
805;145;181;294;3
808;145;181;295;3
811;145;181;296;3
814;146;181;297;3
816;145;181;298;3
819;146;181;299;3
822;146;181;300;3
824;147;181;301;3
827;148;181;302;2.9
830;147;181;303;2.9
833;147;181;304;2.9
836;148;181;305;3
839;147;181;306;3
842;147;181;307;3
845;148;182;308;3
848;148;182;309;3
850;148;182;310;2.9
853;148;182;311;2.9
856;148;182;312;2.9
859;148;182;313;2.9
861;149;182;314;2.9
864;149;182;315;2.9
867;149;181;316;2.9
870;150;181;317;2.9
873;151;181;318;2.9
876;150;181;319;2.9
879;151;181;320;2.9
882;152;181;321;2.9
884;151;181;322;2.9
888;153;181;323;2.9
891;153;181;324;2.9
894;153;181;325;2.9
897;154;181;326;2.9
899;154;181;327;2.9
902;156;181;328;2.9
905;155;181;329;2.9
907;155;181;330;2.9
910;155;183;331;2.9
913;155;183;332;2.9
916;156;183;333;2.9
919;156;183;334;2.9
922;156;182;335;2.9
925;157;182;336;2.9
928;158;182;337;2.9
931;157;182;338;2.9
933;158;182;339;2.9
936;158;182;340;2.9
939;157;183;341;2.9
942;158;183;342;2.9
945;157;183;343;2.9
947;157;183;344;2.9
950;158;183;345;2.9
952;158;183;346;2.8
955;157;183;347;2.8
958;158;183;348;2.9
961;158;184;349;2.9
964;157;184;350;2.9
968;158;183;351;2.9
971;158;183;352;2.9
973;157;183;353;2.9
976;157;184;354;2.9
979;157;184;355;2.9
982;156;184;356;2.9
985;157;184;357;2.9
989;156;184;358;2.9
992;156;184;359;2.9
995;157;184;360;2.9
998;156;184;361;2.9
1002;156;184;362;2.9
1002;157;184;363;2.9
1005;156;184;364;2.9
1007;156;184;365;2.9
1011;157;184;366;2.9
1014;159;184;367;2.9
1017;159;184;368;2.9
1020;160;184;369;3
1022;160;184;370;2.9
1026;160;185;371;2.9
1029;161;185;372;2.9
1031;162;185;373;2.9
1034;163;185;374;2.9
1037;163;185;375;2.9
1041;162;185;376;3
1044;163;185;377;3
1047;163;185;378;3
1050;163;185;379;3
1053;163;185;380;3
1055;163;185;381;3
1058;162;185;382;3
1061;163;185;383;3
1064;163;185;384;2.9
1066;162;185;385;2.9
1069;163;185;386;2.9
1072;163;185;387;2.9
1075;162;185;388;2.9
1078;162;185;389;2.9
1081;162;185;390;2.9
1083;161;185;391;2.9
1086;162;186;392;2.9
1089;162;186;393;2.9
1092;161;186;394;2.9
1095;162;186;395;2.9
1098;161;186;396;2.9
1101;161;186;397;2.9
1105;161;186;398;2.9
1108;162;186;399;2.9
1110;160;187;400;2.9
1113;161;187;401;2.9
1116;162;187;402;2.9
1116;162;187;403;2.9
1119;162;187;404;2.8
1121;164;188;405;2.8
1124;164;188;406;2.8
1126;165;188;407;2.8
1128;167;188;408;2.8
1131;166;189;409;2.8
1134;167;189;410;2.8
1137;167;189;411;2.8
1139;168;189;412;2.8
1142;169;190;413;2.8
1146;170;190;414;2.8
1148;169;190;415;2.8
1151;171;191;416;2.8
1154;169;191;417;2.8
1156;170;191;418;2.8
1159;170;191;419;2.8
1161;170;191;420;2.8
1164;169;191;421;2.8
1167;170;191;422;2.8
1169;170;191;423;2.8
1171;169;191;424;2.8
1174;171;191;425;2.7
1176;171;192;426;2.7
1178;170;192;427;2.7
1181;171;192;428;2.7
1183;171;192;429;2.7
1185;170;193;430;2.7
1188;172;194;431;2.7
1190;172;194;432;2.7
1193;171;194;433;2.7
1196;172;194;434;2.7
1199;172;194;435;2.7
1201;172;194;436;2.7
1204;172;195;437;2.7
1207;172;195;438;2.7
1209;171;195;439;2.7
1211;172;196;440;2.7
1214;173;196;441;2.7
1216;172;196;442;2.7
1219;173;197;443;2.7
1222;173;197;444;2.7
1225;173;197;445;2.7
1225;173;197;446;2.7
1230;173;197;447;2.7
1232;172;197;448;2.7
1235;172;197;449;2.7
1237;173;197;450;2.7
1240;173;197;451;2.7
1243;171;198;452;2.7
1245;171;198;453;2.7
1247;171;198;454;2.7
1250;170;198;455;2.6
1252;169;198;456;2.6
1254;170;199;457;2.6
1254;169;199;458;2.6
1257;167;199;459;2.5
1257;168;199;460;2.5
1262;167;199;461;2.5
1265;166;199;462;2.5
1265;167;200;463;2.5
1270;166;200;464;2.5
1272;166;200;465;2.5
1272;166;200;466;2.5
1276;167;200;467;2.5
